Year,기술유형,성별,연령,Value
2018,컴퓨터 파일 폴더 등을 복사 또는 이동,,99.9
2018,컴퓨터 파일 폴더 등을 복사 또는 이동,남,100
2018,컴퓨터 파일 폴더 등을 복사 또는 이동,여,99.9
2018,컴퓨터 파일 폴더 등을 복사 또는 이동,,12-19세100
2018,컴퓨터 파일 폴더 등을 복사 또는 이동,,20-29세100
2018,컴퓨터 파일 폴더 등을 복사 또는 이동,,30-39세100
2018,컴퓨터 파일 폴더 등을 복사 또는 이동,,40-49세100
2018,컴퓨터 파일 폴더 등을 복사 또는 이동,,50-59세100
2018,컴퓨터 파일 폴더 등을 복사 또는 이동,,60-69세100
2018,컴퓨터 파일 폴더 등을 복사 또는 이동,,70세이상95.5
2018,문서작성시 복사 및 붙여넣기 기능 사용,,96.1
2018,문서작성시 복사 및 붙여넣기 기능 사용,남,96.9
2018,문서작성시 복사 및 붙여넣기 기능 사용,여,95.1
2018,문서작성시 복사 및 붙여넣기 기능 사용,,12-19세97.6
2018,문서작성시 복사 및 붙여넣기 기능 사용,,20-29세99.8
2018,문서작성시 복사 및 붙여넣기 기능 사용,,30-39세99.5
2018,문서작성시 복사 및 붙여넣기 기능 사용,,40-49세97
2018,문서작성시 복사 및 붙여넣기 기능 사용,,50-59세91.8
2018,문서작성시 복사 및 붙여넣기 기능 사용,,60-69세83.7
2018,문서작성시 복사 및 붙여넣기 기능 사용,,70세이상61.4
2018,이메일에 문서 사진 등을 첨부하여 보내기,,89.9
2018,이메일에 문서 사진 등을 첨부하여 보내기,남,92.2
2018,이메일에 문서 사진 등을 첨부하여 보내기,여,87.2
2018,이메일에 문서 사진 등을 첨부하여 보내기,,12-19세90.3
2018,이메일에 문서 사진 등을 첨부하여 보내기,,20-29세99
2018,이메일에 문서 사진 등을 첨부하여 보내기,,30-39세97.7
2018,이메일에 문서 사진 등을 첨부하여 보내기,,40-49세93
2018,이메일에 문서 사진 등을 첨부하여 보내기,,50-59세78.2
2018,이메일에 문서 사진 등을 첨부하여 보내기,,60-69세60.6
2018,이메일에 문서 사진 등을 첨부하여 보내기,,70세이상42
2018,엑셀에서 기본 수식 사용하기 ,,57.8
2018,엑셀에서 기본 수식 사용하기 ,남,62.2
2018,엑셀에서 기본 수식 사용하기 ,여,52.5
2018,엑셀에서 기본 수식 사용하기 ,,12-19세64.6
2018,엑셀에서 기본 수식 사용하기 ,,20-29세83.1
2018,엑셀에서 기본 수식 사용하기 ,,30-39세67
2018,엑셀에서 기본 수식 사용하기 ,,40-49세51.7
2018,엑셀에서 기본 수식 사용하기 ,,50-59세34.8
2018,엑셀에서 기본 수식 사용하기 ,,60-69세19.1
2018,엑셀에서 기본 수식 사용하기 ,,70세이상6.4
2018,새 장치 연결 및 설치 ,,71.2
2018,새 장치 연결 및 설치 ,남,75.2
2018,새 장치 연결 및 설치 ,여,66.4
2018,새 장치 연결 및 설치 ,,12-19세80.7
2018,새 장치 연결 및 설치 ,,20-29세93.5
2018,새 장치 연결 및 설치 ,,30-39세85.2
2018,새 장치 연결 및 설치 ,,40-49세66.7
2018,새 장치 연결 및 설치 ,,50-59세43.5
2018,새 장치 연결 및 설치 ,,60-69세27
2018,새 장치 연결 및 설치 ,,70세이상19
2018,소프트웨어 검색, 다운로드 및 설치,,77.1
2018,소프트웨어 검색, 다운로드 및 설치,남,80.1
2018,소프트웨어 검색, 다운로드 및 설치,여,73.5
2018,소프트웨어 검색, 다운로드 및 설치,,12-19세78.5
2018,소프트웨어 검색, 다운로드 및 설치,,20-29세92.1
2018,소프트웨어 검색, 다운로드 및 설치,,30-39세87.3
2018,소프트웨어 검색, 다운로드 및 설치,,40-49세77.3
2018,소프트웨어 검색, 다운로드 및 설치,,50-59세60.3
2018,소프트웨어 검색, 다운로드 및 설치,,60-69세40.3
2018,소프트웨어 검색, 다운로드 및 설치,,70세이상29
2018,한글, 파워포인트 등을 사용하여 발표자료 만들기,,49.6
2018,한글, 파워포인트 등을 사용하여 발표자료 만들기,남,53.7
2018,한글, 파워포인트 등을 사용하여 발표자료 만들기,여,44.8
2018,한글, 파워포인트 등을 사용하여 발표자료 만들기,,12-19세54.7
2018,한글, 파워포인트 등을 사용하여 발표자료 만들기,,20-29세72.7
2018,한글, 파워포인트 등을 사용하여 발표자료 만들기,,30-39세59
2018,한글, 파워포인트 등을 사용하여 발표자료 만들기,,40-49세43.9
2018,한글, 파워포인트 등을 사용하여 발표자료 만들기,,50-59세26.1
2018,한글, 파워포인트 등을 사용하여 발표자료 만들기,,60-69세18.5
2018,한글, 파워포인트 등을 사용하여 발표자료 만들기,,70세이상16.2
2018,컴퓨터와 다른 기기 간의 파일 전송,,71.9
2018,컴퓨터와 다른 기기 간의 파일 전송,남,75.2
2018,컴퓨터와 다른 기기 간의 파일 전송,여,68
2018,컴퓨터와 다른 기기 간의 파일 전송,,12-19세73.1
2018,컴퓨터와 다른 기기 간의 파일 전송,,20-29세88.5
2018,컴퓨터와 다른 기기 간의 파일 전송,,30-39세83.2
2018,컴퓨터와 다른 기기 간의 파일 전송,,40-49세68.9
2018,컴퓨터와 다른 기기 간의 파일 전송,,50-59세52.6
2018,컴퓨터와 다른 기기 간의 파일 전송,,60-69세43.1
2018,컴퓨터와 다른 기기 간의 파일 전송,,70세이상34.6
2018,특수 언어를 사용한 컴퓨터 프로그래밍,,7.5
2018,특수 언어를 사용한 컴퓨터 프로그래밍,남,9.2
2018,특수 언어를 사용한 컴퓨터 프로그래밍,여,5.6
2018,특수 언어를 사용한 컴퓨터 프로그래밍,,12-19세5.7
2018,특수 언어를 사용한 컴퓨터 프로그래밍,,20-29세14.2
2018,특수 언어를 사용한 컴퓨터 프로그래밍,,30-39세9.1
2018,특수 언어를 사용한 컴퓨터 프로그래밍,,40-49세5.9
2018,특수 언어를 사용한 컴퓨터 프로그래밍,,50-59세3.4
2018,특수 언어를 사용한 컴퓨터 프로그래밍,,60-69세2.1
2018,특수 언어를 사용한 컴퓨터 프로그래밍,,70세이상0.6
2019,컴퓨터 파일 폴더 등을 복사 또는 이동,,99.9
2019,컴퓨터 파일 폴더 등을 복사 또는 이동,남,99.9
2019,컴퓨터 파일 폴더 등을 복사 또는 이동,여,99.9
2019,컴퓨터 파일 폴더 등을 복사 또는 이동,,12-19세100
2019,컴퓨터 파일 폴더 등을 복사 또는 이동,,20-29세100
2019,컴퓨터 파일 폴더 등을 복사 또는 이동,,30-39세100
2019,컴퓨터 파일 폴더 등을 복사 또는 이동,,40-49세100
2019,컴퓨터 파일 폴더 등을 복사 또는 이동,,50-59세100
2019,컴퓨터 파일 폴더 등을 복사 또는 이동,,60-69세99.5
2019,컴퓨터 파일 폴더 등을 복사 또는 이동,,70세이상94.6
2019,문서작성시 복사 및 붙여넣기 기능 사용,,98.8
2019,문서작성시 복사 및 붙여넣기 기능 사용,남,98.9
2019,문서작성시 복사 및 붙여넣기 기능 사용,여,98.6
2019,문서작성시 복사 및 붙여넣기 기능 사용,,12-19세99.9
2019,문서작성시 복사 및 붙여넣기 기능 사용,,20-29세100
2019,문서작성시 복사 및 붙여넣기 기능 사용,,30-39세100
2019,문서작성시 복사 및 붙여넣기 기능 사용,,40-49세99.9
2019,문서작성시 복사 및 붙여넣기 기능 사용,,50-59세98.9
2019,문서작성시 복사 및 붙여넣기 기능 사용,,60-69세89.9
2019,문서작성시 복사 및 붙여넣기 기능 사용,,70세이상75.3
2019,이메일에 문서 사진 등을 첨부하여 보내기,,93.2
2019,이메일에 문서 사진 등을 첨부하여 보내기,남,94.7
2019,이메일에 문서 사진 등을 첨부하여 보내기,여,91.6
2019,이메일에 문서 사진 등을 첨부하여 보내기,,12-19세92
2019,이메일에 문서 사진 등을 첨부하여 보내기,,20-29세99.9
2019,이메일에 문서 사진 등을 첨부하여 보내기,,30-39세99.3
2019,이메일에 문서 사진 등을 첨부하여 보내기,,40-49세95.5
2019,이메일에 문서 사진 등을 첨부하여 보내기,,50-59세86.1
2019,이메일에 문서 사진 등을 첨부하여 보내기,,60-69세69.8
2019,이메일에 문서 사진 등을 첨부하여 보내기,,70세이상70.6
2019,엑셀에서 기본 수식 사용하기 ,,57.9
2019,엑셀에서 기본 수식 사용하기 ,남,62.4
2019,엑셀에서 기본 수식 사용하기 ,여,52.8
2019,엑셀에서 기본 수식 사용하기 ,,12-19세64.9
2019,엑셀에서 기본 수식 사용하기 ,,20-29세83.5
2019,엑셀에서 기본 수식 사용하기 ,,30-39세67.9
2019,엑셀에서 기본 수식 사용하기 ,,40-49세52.8
2019,엑셀에서 기본 수식 사용하기 ,,50-59세35
